material_id,composition,wyckoff,thermo
299ab00b7d014423a27829e865d92c21,Ga2NiS4,A2BC4_hP7_164_d_a_2d:Ga-Ni-S,2
ab7196a40b664172aa0bd5ffaab0914a,Ga2Te3,A2B3_hP5_164_d_ad:Ga-Te,2
f01c3a56147f20999d0757f4d98d4102,GaAg(PSe3)2,ABC2D6_hP10_149_a_c_i_l:Ag-Ga-P-Se,2
55e2c8cdc2c51242b64c412c0275a25b,GaAs,AB_hP2_156_a_b:As-Ga,2
510c8c650d12c64881df259f09d3bb52,GaAs,AB_hP2_187_a_c:As-Ga,2
e3b031f0a72bbb0ad0701a38e8da1c61,GaBr,AB_tP4_129_c_a:Br-Ga,2
d4f2897b8cf5ebda54b0ae6a9d3b2249,GaBr2,A2B_tP3_115_g_a:Br-Ga,2
74debbe67dc3bf4bc2371a90e64a9945,GaBr2,A2B_hP3_187_h_a:Br-Ga,2
54bf9bb207a9e4b7ad75d623c4a7155c,GaBr2,A2B_hP3_164_d_a:Br-Ga,2
5fa8fd5cab7190f78e7bc9a863500294,GaBr3,A3B_hP8_189_i_c:Br-Ga,2
55d7ec9d033b9c6376e488e206945ef7,GaBr3,A3B_hP8_162_k_c:Br-Ga,2
975bcbf6c79753555cdda992572182cc,GaBrN,ABC_oP6_59_a_b_a:Br-Ga-N,2
f7de86fe97b4cc8c13ed65785ba62e3e,GaBrO,ABC_oP6_59_a_b_a:Br-Ga-O,2
e290a6045615d70d4d556cc315f45bd3,GaC,AB_hP2_187_a_c:C-Ga,0
ff8552fdb6381212b9e58c043f02c5e3,GaCl,AB_tP4_129_c_a:Cl-Ga,2
8819ab8993c48f677fe571e499419739,GaCl2,A2B_hP3_187_h_a:Cl-Ga,2
3d360cddf48e4c178e98bf43ab021cbe,GaCl2,A2B_hP3_164_d_a:Cl-Ga,2
c484ced411789373716286b0807ed215,GaCl2,A2B_tP3_115_g_a:Cl-Ga,2
afbe33e5c126027231e7adda2515140c,GaCl3,A3B_hP8_189_i_c:Cl-Ga,2
4d01f801b2501e3bd8980802306c0ae1,GaCl3,A3B_hP8_162_k_c:Cl-Ga,2
285f87258fe73c3176b5ff55560b9187,GaClO,ABC_oP6_59_a_b_a:Cl-Ga-O,2
7bea80bcb54be2e19678c8be2d610114,GaF2,A2B_tP3_115_g_a:F-Ga,2
390221c9d24abb011c09f4adf50f468a,GaGeTe,ABC_hP6_164_d_d_c:Ga-Ge-Te,2
b9a38f6ff2d4c1939acbf11325cd1f1a,GaH5(NF)2,A2BC5D2_mP20_10_o_ae_2mno_mn:F-Ga-H-N,2
8ac76f84daff7c5b06d7066dc0e12ffe,GaHSeO4,ABC4D_mP14_11_a_e_2ef_e:Ga-H-O-Se,2
be0cda05db0c0e8ee251929c943d7f68,GaI,AB_tP4_129_a_c:Ga-I,2
ee6e028dbf604d00449774a2d7cc1eae,GaI2,AB2_hP3_164_a_d:Ga-I,2
a26c67a23779baea0a2a67e603f7d066,GaI2,AB2_hP3_187_a_h:Ga-I,2
71e1fca31ebe4dc1db038a3d9deacf0e,GaI2,AB2_tP3_115_a_g:Ga-I,2
67f18d78ea37fa740f3abb29096cec2b,GaI3,AB3_hP8_162_c_k:Ga-I,2
bb5f6a45bd0c985dd21461aeed2d362b,GaI3,AB3_hP8_189_c_i:Ga-I,2
bca85b1f113262526bb783e4042ada95,GaIN,ABC_oP6_59_b_a_a:Ga-I-N,0
2847409fde41441623afcaf9cd14dcaf,GaIO,ABC_oP6_59_b_a_a:Ga-I-O,2
859fb5efcf4d8a42552201fc35281adb,GaN,AB_hP2_187_a_c:Ga-N,2
c2d116c80d6841add0ccd668f7907e5c,GaNCl,ABC_oP6_59_a_b_a:Cl-Ga-N,2
29bcab30b325d98cf1c3a11e519fb784,GaNi5Br2,A2BC5_tP8_123_g_c_ai:Br-Ga-Ni,2
1dbc862efb2ea3f567d95f19ead2a387,GaNi5Cl2,A2BC5_tP8_123_g_c_ai:Cl-Ga-Ni,2
2e63232d7339db3a6b0c4749872041ae,GaNi5I2,AB2C5_tP8_123_c_g_ai:Ga-I-Ni,2
fe6e0b7f56a9d84e9d491ecdae0cf1a9,GaO,AB_hP4_187_g_h:Ga-O,2
5930dbfa7536248e271cb7f5c5a24b60,GaO,AB_tP2_123_a_c:Ga-O,2
879d570429fd60f7ccf35954472af179,GaO2,AB2_tP3_115_a_g:Ga-O,2
10a124e7140730df802e4d803aef41d0,GaP,AB_hP2_156_a_b:Ga-P,2
49788a63fa3070317e014dc5a09bf7e9,GaP,AB_hP4_164_d_c:Ga-P,2
c1dede6b787479d9de57ac970eab8645,GaPSe3,ABC3_hP10_162_c_e_k:Ga-P-Se,2
2491de0b86a1d4e54c9344f1aa981c10,GaPd5Br2,A2BC5_tP8_123_g_c_ai:Br-Ga-Pd,2
ba3828929d6914612a6a53bde5879be7,GaPd5Cl2,A2BC5_tP8_123_g_c_ai:Cl-Ga-Pd,2
a24609ee0d1d6a0b5f876d27f5a01690,GaPd5I2,AB2C5_tP8_123_c_g_ai:Ga-I-Pd,2
a03b2307cd67266f392c75ea0e21c925,GaPt5Br2,A2BC5_oC16_38_c_a_af:Br-Ga-Pt,2
f1d9b8c0f2f49ccb50a91bfd0d61e714,GaPt5Cl2,A2BC5_oC16_38_c_a_af:Cl-Ga-Pt,2
f86d2d83c067e38641c7a0214475fa1d,GaPt5I2,AB2C5_tP8_123_c_g_ai:Ga-I-Pt,2
5b161e1fb88d472d30b5c533eeb10a23,GaS,AB_hP4_164_c_d:Ga-S,2
ff80fd1ecbf8ba8a6263ceb0b4f4c5d7,GaS,AB_hP4_187_g_h:Ga-S,2
4bfe59baaa269307db01fd9f59d66a9e,GaS,AB_tP2_123_a_c:Ga-S,2
9aca13cffced950f640e10d88c8216fe,GaS2,AB2_mP6_14_a_e:Ga-S,2
349b9fb3db72afac9747e592fc52c9df,GaS2,AB2_tP3_115_a_g:Ga-S,2
bc792d022ad8d642ad027ae0b8de9968,GaSBr,ABC_oP6_59_a_b_a:Br-Ga-S,2
a4772cc5501d147ebf89e3b2e9504624,GaSCl,ABC_oP6_59_a_b_a:Cl-Ga-S,2
8751d3610e5b84133821b6d2242fc555,GaSI,ABC_oP6_59_b_a_a:Ga-I-S,2
5debdfad88deb5c15af3b1ceedd9a9bc,GaSe,AB_hP4_164_c_d:Ga-Se,2
8030e1c8fe01160aea8e5e3950fdcbf7,GaSe,AB_hP4_187_g_h:Ga-Se,2
84364065190962b2005d89b74470bc34,GaSe,AB_tP2_123_a_c:Ga-Se,2
c6f629c94e724635d93a902450f3b194,GaSe2,AB2_tP6_127_a_g:Ga-Se,2
9b1a725342b095d6779432b98a86df9a,GaSe2,AB2_tP3_115_a_g:Ga-Se,2
a2151000d380e74e8a5063c141fc2080,GaSeBr,ABC_oP6_59_a_b_a:Br-Ga-Se,2
536b7c848d3bac98ae037dc664afd828,GaSeCl,ABC_oP6_59_a_b_a:Cl-Ga-Se,2
2464431247eac5a4306ef46e9adf75c3,GaSeI,ABC_oP6_59_b_a_a:Ga-I-Se,2
5d6f1adaf9d42bf07e46c9f6e7f7b1b0,GaTe,AB_hP4_164_d_d:Ga-Te,2
63263b10f73d02f8a893a1feed675487,GaTe,AB_tP2_123_a_c:Ga-Te,2
7c288550c76a3376975d331cf14e225e,GaTe,AB_hP4_164_c_d:Ga-Te,2
da57f4a80ecea752e57cf4494030cf9a,GaTe,AB_hP4_187_g_h:Ga-Te,2
473139fc599e4a36e3a538182a7581d3,GaTe2,AB2_tP3_115_a_g:Ga-Te,2
2612c64cd6239b792d727ada7cb2567b,GaTe2,AB2_mP6_14_a_e:Ga-Te,2
8144739661a09c459085e56f9380bee1,GaTe3P,ABC3_hP10_143_ab_2c_2d:Ga-P-Te,2
bf9301c7017610849aa44caa776f48d4,GaTeCl,ABC_oP6_31_a_a_a:Cl-Ga-Te,2
1691b5b0c1746b4769eecee51d697548,Ge,A_hP2_164_d:Ge,0
8c0b424f923cf11f0b2652cd64e805e5,Ge(HO)2,AB2C2_hP5_164_a_d_d:Ge-H-O,2
e186e944630e645b68a3a9645f360337,Ge3As,AB3_hP8_191_c_l:As-Ge,0
b6753b897906c5aa3c409b9bc6352330,Ge3Bi,AB3_hP8_191_c_l:Bi-Ge,0
65df687319ee4cb6ad130a52cbbad1d6,Ge3Bi2O9,A2B3C9_hP14_174_g_j_jl:Bi-Ge-O,2
2721641e96d0112c8816d988e0bf9506,Ge3N,A3B_hP8_191_l_c:Ge-N,0
5c1e4b65e8cc7c756b0553dfa3043e40,Ge3P,A3B_hP8_191_l_c:Ge-P,0
83ea5fd754b1d455360ccec0be5483cf,Ge3Sb,A3B_hP8_191_l_c:Ge-Sb,0
fab0684ba4819e48140d3d993b98187d,Ge3Sb2O9,A3B9C2_hP14_174_j_jl_g:Ge-O-Sb,2
d1fe0fd8301a7e93a7d80dc0b5d9ccdb,GeAs2,A2B_oP12_26_2a2b_ab:As-Ge,2
b6b46de66064bc05e3d57725327c5ec9,GeAsSe,ABC_oP12_17_e_ac_e:As-Ge-Se,2
3acdffada1f6f78ddf323f5d8167505c,GeBr,AB_tP4_129_c_a:Br-Ge,2
73c1649a7280db6ce7e919d2bb05d3d2,GeBr,AB_hP4_164_d_d:Br-Ge,2
11147556cf47f71a0da397c6893a1fad,GeBr2,A2B_hP3_164_d_a:Br-Ge,2
a280dfff8b06b3995b706e6358655045,GeBr2,A2B_tP3_115_g_a:Br-Ge,2
2651fba18da3f8e65b6fc906a84d4fe3,GeBr2,A2B_hP3_187_h_a:Br-Ge,2
5e710a967d1bc910e2fa3f960d67158a,GeBrN,ABC_oP6_59_a_b_a:Br-Ge-N,2
8ec093844547dc3a095fe4685fe42f86,GeBrO,ABC_oP6_59_a_b_a:Br-Ge-O,2
48cf004cffcb1030f66b39be4543e3f2,GeCl,AB_hP4_164_d_d:Cl-Ge,2
31a6e935bb6b77de40a25377feb6a05a,GeCl2,A2B_hP3_187_h_a:Cl-Ge,2
67f26dcbbd69ab372990bcfb9c4283d3,GeCl2,A2B_hP3_164_d_a:Cl-Ge,2
f8edfb10fd86bf3876984092e0ed862e,GeCl2,A2B_tP3_115_g_a:Cl-Ge,2
cddabb4c0d9ebe3bd27cc170a4b65f92,GeClO,ABC_oP6_59_a_b_a:Cl-Ge-O,2
f19d9bec4b4a890bc1010faba40385c9,GeF,AB_hP4_164_d_d:F-Ge,2
109168b73f54cceb796b8a9860ae2b3e,GeF2,A2B_tP3_115_g_a:F-Ge,2
bdb37645158aa6a8d9a8b2ccddb4456d,GeH,AB_hP4_164_d_d:Ge-H,2
afc5ca57509ce5856bcabecf6891271b,GeI,AB_tP4_129_a_c:Ge-I,2
5fdfcfdfc4c07f19e063f3d48872e94f,GeI,AB_hP4_164_d_d:Ge-I,2
25c6c4ecc92ff3c3a30496d18a43eeb0,GeI2,AB2_tP3_115_a_g:Ge-I,2
f7d4211f1a790590024ecbadeccfb42c,GeI2,AB2_hP3_164_a_d:Ge-I,2
85bbd6bd1712dcc567aa70a47058f3a0,GeIN,ABC_oP6_59_b_a_a:Ge-I-N,0
51d885091d6cd2d6bf4cf6d1fbba1392,GeIO,ABC_oP6_59_b_a_a:Ge-I-O,2
ad27d6900cd3ed44c5a48df6a1804abb,GeNCl,ABC_oP6_59_a_b_a:Cl-Ge-N,2
17434eb985a224f4f9959e35db2cad1d,GeO,AB_hP2_156_a_b:Ge-O,2
e074b7a705fd4505f949b6c5f32c0d65,GeO2,AB2_hP3_187_a_h:Ge-O,2
822b71af5d38c4a8b24d6f80a575503f,GeO2,AB2_hP3_164_a_d:Ge-O,2
6043694ec5a763459cd8305ff65d6ddc,GeO2,AB2_tP3_115_a_g:Ge-O,2
e133b7bc6e95594109fbeb2e88dc6f17,GePS3,ABC3_hP10_162_c_e_k:Ge-P-S,2
c17123dc949b1298110e6e9da536cc03,GePSe3,ABC3_hP10_162_c_e_k:Ge-P-Se,2
1d86f2489f3a98c4311f639e40ab5158,GeS,AB_tP2_123_a_c:Ge-S,2
bea3c78b70c22a41b90010e5c62db598,GeS,AB_hP2_156_a_b:Ge-S,2
4a12ece3db83a53cbd75868a17d9517e,GeS,AB_oP4_31_a_a:Ge-S,2
ad3d28d227e01dd9204eec6be2f20949,GeS2,AB2_tP3_115_a_g:Ge-S,2
d40660eb3fc711046f14f526b6643ead,GeS2,AB2_hP3_164_a_d:Ge-S,2
40796619154e80709358eabb0931fcbf,GeS2,AB2_mC6_12_a_i:Ge-S,2
ff1dd431db233b7e6beefc44cda92fbf,GeS2,AB2_hP3_187_a_h:Ge-S,2
ec34cc9c317e2832f87f21b5f461d0fd,GeSBr,ABC_oP6_59_a_b_a:Br-Ge-S,2
34ca28c04aa4c0c44f38a678fd3690c9,GeSCl,ABC_oP6_59_a_b_a:Cl-Ge-S,2
fa70a93e85b2da6a3c9283f971eb07b4,GeSI,ABC_oP6_59_b_a_a:Ge-I-S,2
aacf79a440eb2da96cff9d95313bba8e,GeSe,AB_tP2_123_a_c:Ge-Se,2
c5991c7667b9e40b707f39298fabd19c,GeSe,AB_oP4_31_a_a:Ge-Se,2
62f450df38119295cbcdd2c3d546dc8c,GeSe,AB_hP2_156_a_b:Ge-Se,2
b9e181d20a8349767d379eadb334895a,GeSe2,AB2_mC6_12_a_i:Ge-Se,2
64923e83a5d384224c68b5df77224b6b,GeSe2,AB2_tP3_115_a_g:Ge-Se,2
37c7b8199b0ea321c4c16b6cc36c8d9a,GeSe2,AB2_hP3_164_a_d:Ge-Se,2
21f1f361abf8b27e1e0c9ae5bf919f9e,GeSe2,AB2_hP3_187_a_h:Ge-Se,2
450d201ac2636958ae88972b36bfdc06,GeSeBr,ABC_oP6_59_a_b_a:Br-Ge-Se,2
ad0c2004a05a01b250c3167390e3da7d,GeSeCl,ABC_oP6_59_a_b_a:Cl-Ge-Se,2
afb718521a56b9c9a768e67b1d0c4654,GeSeI,ABC_oP6_59_b_a_a:Ge-I-Se,2
78c2600c3ee99b47654c87e649358ce9,GeTe,AB_hP2_156_a_b:Ge-Te,2
8ec51c180eaf29db08c6fb482beae645,GeTe,AB_tP2_123_a_c:Ge-Te,0
62ed90398faff5f8492fbda96bfc4c33,GeTe,AB_oP4_31_a_a:Ge-Te,2
7b4775e7f0a8b40438e02e4f3bebad7d,GeTe2,AB2_hP3_164_a_d:Ge-Te,2
ce0b7946826799fe5a5ea30edff22336,GeTe2,AB2_tP3_115_a_g:Ge-Te,2
27beafc95db3606e33011180774e5a9e,GeTe2,AB2_tP6_127_a_g:Ge-Te,0
e1b0d7bf79c8c7258bbab41d32ed2cb4,GeTe2,AB2_hP3_187_a_h:Ge-Te,2
c02100b6aa86aa64c6dfc3aa9e52873a,GeTe3P,ABC3_hP10_147_d_c_g:Ge-P-Te,2
abc58624a287c2f16ebc05c0ac46aa7d,H2Au,AB2_hP3_187_a_h:Au-H,0
dfa2dd001673677c2d045eb1c6cdac75,H2Ir,A2B_hP3_187_h_a:H-Ir,2
58ec0a8d639c6001e37ac78a92dde356,H2Os,A2B_hP3_187_h_a:H-Os,0
d6dbd3536292dadfd2e2677175ce38a6,H2OsO2,A2B2C_hP5_164_d_d_a:H-O-Os,2
fb8d8db88a99c5d78d1ba783c2634d14,H2PbO2,A2B2C_hP5_164_d_d_a:H-O-Pb,2
888d2d26a94eb70e37a8c9ee3bececb7,H2PdO2,A2B2C_hP5_164_d_d_a:H-O-Pd,2
e4bfee8d38646053ea79baed100aae97,H2Pt,A2B_hP3_187_h_a:H-Pt,2
2da22cd1a7cb6586ac0c454e36d4d658,H2PtO2,A2B2C_hP5_164_d_d_a:H-O-Pt,2
a9d6e539c9e13b85aea68d0de3917b91,H2Rh,A2B_hP3_187_h_a:H-Rh,2
31294f2ada32331c92c93ae9b29604da,H2RhO2,A2B2C_hP5_164_d_d_a:H-O-Rh,2
d86b3b530447acff288b8851e94c74d4,H2Ru,A2B_hP3_187_h_a:H-Ru,0
fdf4b1229531bad1daff5f3cdadd60fe,H2RuO2,A2B2C_hP5_164_d_d_a:H-O-Ru,2
b37c7cabf95f658d1da782deb7acbbcc,H2W,A2B_hP3_187_h_a:H-W,0
a15214c82e8b5e52d9ab6fcae9a45cb6,H2W2CO2,AB2C2D2_hP7_164_a_d_d_d:C-H-O-W,2
bdb89ee962cb2ba5956ae78f7baf0c50,H2W2NO2,A2BC2D2_hP7_164_d_a_d_d:H-N-O-W,2
c1eea07e032e3f136c13788fc66ae944,H2W3(CO)2,A2B2C2D3_hP9_187_h_g_g_ai:C-H-O-W,2
69a0f54405fa5cd144c7c9e1dc39ab25,H2W3(NO)2,A2B2C2D3_hP9_187_g_h_g_ai:H-N-O-W,2
bd65aa3e27eb31fd9c9546770ba3c4e6,H2W4C3O2,A3B2C2D4_hP11_164_ad_d_d_cd:C-H-O-W,2
f2843ef723d0ee2d9723997a07213065,H2W4N3O2,A2B3C2D4_hP11_164_d_ad_d_cd:H-N-O-W,2
4c3c51371277eaa98a2ea56d2f579fb6,H2WO4,A2B4C_oP14_31_2a_2ab_a:H-O-W,2
9c0b669667cd9025b21a7cdcc18889ef,H3W,A3B_mP8_11_3e_e:H-W,2
e6ad61034a2084c196e6d6d40bc60545,H4W,A4B_tP10_129_2cf_c:H-W,2
c423a120cf26e2d1e02957476c2e07ee,HC,AB_hP4_164_d_d:C-H,2
a926003911fe91d239b48b411b98c55f,Hf(HO)2,A2BC2_hP5_164_d_a_d:H-Hf-O,2
681ac342467407d5539ce181043726bf,Hf2C,AB2_hP3_164_a_d:C-Hf,2
3ad0725d31d83d9ad7d337196ff49d73,Hf2CF2,AB2C2_hP5_164_a_d_d:C-F-Hf,2
6f018f72d4d04eb6be925fead0b17b3b,Hf2CO2,AB2C2_hP5_164_a_d_d:C-Hf-O,2
939d81e4b021f887fc5016992f0a4a90,Hf2H2CO2,AB2C2D2_hP7_164_a_d_d_d:C-H-Hf-O,2
b52a736fe1b5caa54a1066072805c301,Hf2H2NO2,A2B2CD2_hP7_164_d_d_a_d:H-Hf-N-O,2
f4eefe9391f63e8682071c3cc0600250,Hf2N,A2B_hP3_164_d_a:Hf-N,2
7c78c69a4828ef0fc52bc72aa2261d2b,Hf2NF2,A2B2C_hP5_164_d_d_a:F-Hf-N,2
82095285aeb10c569aa3d68c736e92ad,Hf2NO2,A2BC2_hP5_164_d_a_d:Hf-N-O,2
91063674d5c05a42dc1a8cf26914b1a5,Hf3(CF)2,A2B2C3_hP7_187_h_g_ai:C-F-Hf,2
12530c830a5eeb9184b60140c708d6c0,Hf3(CO)2,A2B3C2_hP7_187_h_ai_g:C-Hf-O,2
ba105c2eb4ef1f7f87684e3b0c8afda3,Hf3(NF)2,A2B3C2_hP7_187_g_ah_i:F-Hf-N,2
4ce214824f26f6fd63168d75e523df00,Hf3(NO)2,A3B2C2_hP7_187_ah_i_g:Hf-N-O,2
a37386741d3d0a12fcc0d29bc254e4e8,Hf3C2,A2B3_hP5_187_h_ai:C-Hf,2
1051d2a79b7adb6a56d420f3fad63914,Hf3H2(CO)2,A2B2C3D2_hP9_187_h_g_ai_g:C-H-Hf-O,2
160ad764cc720d43fe127596e2233c73,Hf3H2(NO)2,A2B3C2D2_hP9_187_g_ah_i_g:H-Hf-N-O,2
a9ccdab17544f1d352c01d0e666c0ddb,Hf3N2,A3B2_hP5_187_ah_i:Hf-N,2
d8dc7cbbd07cc1585837547a31eee3c3,Hf3Te2,A3B2_tP5_123_ah_g:Hf-Te,2
38581423465407dadcef2a76e41f155b,Hf3TiS8,A3B8C_mP12_6_ac_2a2b2c_b:Hf-S-Ti,2
f1d8bd40a13118bb9203153f7f36cb5b,Hf3TiSe8,A3B8C_mP12_6_ac_2a2b2c_b:Hf-Se-Ti,2
5dc5369468093d11034fdca6b4c86b32,Hf3TiTe8,A3B8C_oP12_25_ag_efi_b:Hf-Te-Ti,2
71131255d5f7349feee5cb9d6e40859e,Hf3ZrS8,A3B8C_mP12_6_ac_2a2b2c_b:Hf-S-Zr,2
b39bc0e8ce2282bfb10cc3dcc48c044a,Hf3ZrSe8,A3B8C_mP12_6_ac_2a2b2c_b:Hf-Se-Zr,2
509c4b6d0f9b17033161c801190d5c03,Hf3ZrTe8,A3B8C_oP12_25_ag_efi_b:Hf-Te-Zr,2
fb3a2e97136e4c51a92da8536add3dca,Hf4C3,A3B4_hP7_164_ad_cd:C-Hf,2
6b2140254f45cc9f9671e3711f14c25a,Hf4C3F2,A3B2C4_hP9_164_ad_d_cd:C-F-Hf,2
76b891a21cedcbab8e18b1d28b7add01,Hf4C3O2,A3B4C2_hP9_164_ad_cd_d:C-Hf-O,2
8fc5d0ba0bbb08d1bf3d095e9385f3ff,Hf4H2C3O2,A3B2C4D2_hP11_164_ad_d_cd_d:C-H-Hf-O,2
2727405aa5b2f5dcbe5078ffd6f13b9b,Hf4H2N3O2,A2B4C3D2_hP11_164_d_cd_ad_d:H-Hf-N-O,2
c9f1f9cf6dc5527a9b3befdc63780833,Hf4N3,A4B3_hP7_164_cd_ad:Hf-N,2
23db6661f80f5174fa2d5d2022a7dfd2,Hf4N3F2,A2B4C3_hP9_164_d_cd_ad:F-Hf-N,2
f69f14e4d8f64248faac033297380bab,Hf4N3O2,A4B3C2_hP9_164_cd_ad_d:Hf-N-O,2
db20f264f05f9e5be2a0131405c6375a,HfAs2,A2B_hP3_187_h_a:As-Hf,2
2d27156b7ed4a3567c5e8ccb910d6ae4,HfAs2,A2B_hP3_164_d_a:As-Hf,2
83067bd3d2c30432f51c958c2cab4f04,HfBi2,A2B_hP3_187_h_a:Bi-Hf,2
4af309212c1165a7542c8039b864dadc,HfBi2,A2B_hP3_164_d_a:Bi-Hf,2
8071f7c8e3d6d0bd20595472133b4e72,HfBiAs,ABC_hP3_156_a_b_c:As-Bi-Hf,2
aa91f90f4b45f0d0e9dfd27463427acf,HfBiAs,ABC_hP3_156_a_a_b:As-Bi-Hf,2
9beaa650a9db2a6656f150cbf886ad8f,HfBiSb,ABC_hP3_156_a_b_c:Bi-Hf-Sb,2
92b12b2f24c81f0d17aac8472983aa3a,HfBiSb,ABC_hP3_156_a_b_a:Bi-Hf-Sb,2
473a91a04740412d292a29de6487a7d9,HfBr,AB_tP4_129_c_a:Br-Hf,2
a90b546c0715cdac637b2fd57fbbbc3f,HfBr,AB_hP4_164_d_d:Br-Hf,2
42b37b3caa61fe5d1a0348db8aaf1836,HfBr2,A2B_hP3_164_d_a:Br-Hf,2
6719c0ee04a37b8b8cc57a0d593a9e56,HfBr2,A2B_hP3_187_h_a:Br-Hf,2
49bc7cd9e38f24318577bd90cc5bf721,HfBr2,A2B_mP6_11_2e_e:Br-Hf,2
805f0a2ba1601e6a1bf31f1eec2d182a,HfBr2,A2B_tP3_115_g_a:Br-Hf,2
46b5c89b49eac683026909534a977da2,HfBr3,A3B_hP8_162_k_c:Br-Hf,2
6423a016f184cae74da537b60de14d74,HfBr3,A3B_hP8_189_i_c:Br-Hf,2
c2263431233948e43c66fdaa0837819e,HfBrCl,ABC_hP3_156_a_a_b:Br-Cl-Hf,2
e7bb9ed0ba700c946f7c912b777835ff,HfBrCl,ABC_hP3_156_a_b_c:Br-Cl-Hf,2
301800b261e1cbf1244e1e67d4778359,HfBrN,ABC_hP6_164_c_d_d:Br-Hf-N,2
d8b33e62508421324f86a5b640320a27,HfBrN,ABC_oP6_59_a_b_a:Br-Hf-N,2
108589db75ff52e82ab245ff295e1746,HfBrO,ABC_oP6_31_a_a_a:Br-Hf-O,2
7d119041c6beafdc0c44145aac3cee68,HfBrO,ABC_oP6_59_a_b_a:Br-Hf-O,2
ff62a32e1b238b8ba9695a47ffdf32f8,HfCl,AB_tP4_129_c_a:Cl-Hf,2
aeb5443915b2369a13c051e2df878d14,HfCl,AB_hP4_164_d_d:Cl-Hf,2
72b99029143d5fc1a45779d5bb813be3,HfCl2,A2B_hP3_164_d_a:Cl-Hf,2
9e9b79c9b8276dee77f6b92f42400cae,HfCl2,A2B_hP3_187_h_a:Cl-Hf,2
ca69635dcd1c8cca44105e258b46a7e7,HfCl2,A2B_mP6_11_2e_e:Cl-Hf,2
4ff825d5e2d14772500fb4152fa79b2e,HfCl2,A2B_tP3_115_g_a:Cl-Hf,2
87b473f9bf9f9cd7116ecfc79259ed23,HfCl3,A3B_hP8_162_k_c:Cl-Hf,2
c15758f9f544a9ef1f9c8f8abac026ea,HfCl3,A3B_hP8_189_i_c:Cl-Hf,2
88b0dc0eb9ca46fbfabdbbf8b7595304,HfClO,ABC_oP6_59_a_b_a:Cl-Hf-O,2
5eb3d58c0569eb450483aa57b8cad1d9,HfClO,ABC_oP6_31_a_a_a:Cl-Hf-O,2
85f90b51e81e8a99441b5e253b30c66c,HfCoBr6,A6BC_hP8_149_l_a_c:Br-Co-Hf,2
c87805ce9bb3eeb054cb3011fa81ba4c,HfCoF6,AB6C_hP8_149_a_l_c:Co-F-Hf,2
e79382aebceeb11bdd75f465adf7a4dc,HfF,AB_tP4_129_c_a:F-Hf,2
64bf855690670c36b326ecbb0da59a05,HfF,AB_hP4_164_d_d:F-Hf,2
57f85ecd2969895c5af2ee4ebedccf0d,HfF2,A2B_tP3_115_g_a:F-Hf,2
bd33abf1901117ccdf1b1c3de7b33cc3,HfFeBr6,A6BC_hP8_149_l_a_c:Br-Fe-Hf,2
f002b8e27e5da314dddffa857efa64d7,HfFeCl6,A6BC_hP8_149_l_a_c:Cl-Fe-Hf,2
750fefa4cf98e631caa28813d87327f2,HfFeF6,A6BC_hP8_149_l_a_c:F-Fe-Hf,2
a3e1b32217d2887abd0ff107b35de2e6,HfFeI6,ABC6_hP8_149_a_c_l:Fe-Hf-I,2
912a9044eb85f24f202d389f124b6217,HfGeTe4,ABC4_oP12_31_a_a_4a:Ge-Hf-Te,2
f6aba7a4e651129faa62dee1d5ce4f34,HfH2,A2B_hP3_187_h_a:H-Hf,2
3646f13d5008d8d60316c9f2ec9559f0,HfI,AB_tP4_129_a_c:Hf-I,2
aa9fc72892727d5edc56e4a537bc264f,HfI,AB_hP4_164_d_d:Hf-I,2
fe591978193e24a9ebc141b4f1d6a605,HfI2,AB2_hP3_187_a_h:Hf-I,2
3acb44bdab8f0eca9ee3c6bc361d81d8,HfI2,AB2_mP6_11_e_2e:Hf-I,2
58d97300cd08c9266373b893fc56060f,HfI2,AB2_tP3_115_a_g:Hf-I,2
b077d1a08e53b1dfcd1194a49cb6c05b,HfI2,AB2_hP3_164_a_d:Hf-I,2
7ac2a579fe4fcfc5876b0ed3fe00ec5a,HfI3,AB3_hP8_189_c_i:Hf-I,2
1f3b82073cce9d2973d375864d68fc63,HfI3,AB3_hP8_162_c_k:Hf-I,2
734169002c73648075d762a657fa1d9c,HfIBr,ABC_hP3_156_a_b_c:Br-Hf-I,2
d4a1192775dc1bfb9d8cd5a0db5aab2c,HfIBr,ABC_hP3_156_a_b_a:Br-Hf-I,2
d19c8f5d81766f92654832e8bd71848b,HfICl,ABC_hP3_156_a_b_a:Cl-Hf-I,2
2b51e982a181027c0a48f2cfc3c3381b,HfICl,ABC_hP3_156_a_b_c:Cl-Hf-I,2
70a5d16b67e5fcc05105e35dbc2fa860,HfIN,ABC_hP6_164_d_c_d:Hf-I-N,2
de471095cdb5826f73a2f04e56a75de3,HfIN,ABC_oP6_59_b_a_a:Hf-I-N,2
59e5a9adbe8a646f1ed3ddadad65d6b2,HfIO,ABC_oP6_59_b_a_a:Hf-I-O,2
594adcbb392c927a5b1f68fb365f7434,HfIO,ABC_mP6_7_a_a_a:Hf-I-O,2
5194af6828fa119b6d0c8945a7ccc5c8,HfMnF6,A6BC_aP8_1_6a_a_a:F-Hf-Mn,2
b2b65ce5b15031a942479cc3133513a5,HfMnI6,AB6C_hP8_149_a_l_c:Hf-I-Mn,2
